SEX	value
2	0.963257429050465
1	0.660729933061702
2	0.806314855659848
1	0.573795372931449
1	0.328125213091727
1	1.1426173006173
1	0.74109547771489
1	0.649984485768753
1	0.598917957625458
1	0.33567577917896
1	1.26060340696966
2	1.92002253175651
2	1.54465681693843
1	0.367359818054729
1	1.72692202687708
1	0.766923780280788
2	0.49170630792293
1	0.745792912865876
1	0.587351623699835
1	1.38563169578619
1	0.614755813556634
1	0.946820432351212
1	1.2781805288247
1	0.597984779282177
2	2.12144701458701
1	0.0986043310149279
1	1.06444853269479
1	0.510107512820311
1	0.4031694254008
1	1.39841224834855
1	0.283576402944066
2	0.221864832693043
1	0.672574278035792
2	1.18446991240791
2	2.28634374954226
1	0.399497777490898
1	0.202638363424976
2	0.629183642520499
1	0.489704511904927
1	0.438687955502145
2	2.60625737284215
2	0.873521178644946
2	0.986005522810569
1	0.540496012341304
2	2.09068448085394
2	1.61893895501275
2	0.360708775534455
1	0.587584234029071
2	1.30871417251482
2	1.30479414305272
1	0.480500074962583
1	1.49469887767892
1	0.657826849632528
1	0.750715132121492
2	0.667305069111537
2	1.40251514682082
1	0.990103296502479
1	0.229138779021868
2	0.398402811962524
2	2.24373872609006
2	1.4540849231017
1	0.657991424874425
2	1.20599463539411
1	0.664497087821755
1	0.957769295591119
2	1.05428164564808
1	1.75512376589562
1	1.07840749772083
1	0.276389132489101
1	0.857367008360652
1	0.634838553366654
2	2.4915905174303
1	0.335653403268259
2	1.28002060371538
2	1.22773440135465
1	0.191500478139272
1	0.474620687000455
2	1.01763980850994
1	0.66029370308946
2	1.2017287105456
1	0.698330399311621
1	0.968126735591264
1	0.367568639960642
1	0.539180407411323
2	0.671974405305162
1	0.313523342905904
1	0.404789807415645
1	0.400477606409477
2	1.49191917874458
1	0.622620575739101
1	0.732627351401331
2	1.77566267384397
2	1.67480274909138
1	0.355082551801726
2	2.28459434656238
1	0.437203716259278
1	0.549855176126271
1	0.810163507832627
1	0.393699875830555
1	0.997896567918956
2	1.34735070566054
1	0.305327354801688
2	2.52756660370802
2	2.3073447516829
1	0.359546420479613
1	0.593980445856217
2	1.10648654461718
1	0.504257041869022
2	2.0985511065272
2	0.77809781258861
2	3.25925007639132
2	1.62423291347399
2	1.92759753433508
1	1.05223350495987
1	0.407042140701784
1	3.35433670114844
2	1.24241450180812
1	0.253296734529431
2	0.938470429505749
2	1.85072592073684
1	0.791462528250723
1	0.96470194462376
1	1.28698076350165
1	0.595363016701122
1	0.336696277469058
1	0.62425463354229
2	0.629843048093342
1	0.535108653930939
2	2.49356962855339
1	0.497553587474855
1	0.956571634536116
1	1.57342980434485
2	1.38197039054349
1	0.586753332228164
1	0.281918971285746
1	0.390306165146537
1	0.459639754477299
2	1.06128997035456
1	0.599729367865597
1	0.659022965059048
2	1.86485628499061
1	0.815248854926957
2	0.342578653086937
1	1.03448148885202
1	0.566722891828241
1	0.264062780534182
1	0.971281911804512
2	0.272066918703935
1	0.780366640142315
1	1.0157988272742
1	0.57029549012986
1	0.855963337137466
1	0.777989497377622
2	1.96926437847321
2	0.844841500357413
1	0.945653253206715
2	1.59489005886157
1	0.824751253848574
1	0.629042931488764
1	0.708017635617581
1	0.919348181474701
1	0.123540363796068
2	2.06646331674957
1	0.743527208167532
1	1.06944504314739
1	0.738362430928423
1	1.4344523784324
1	0.486236429570406
1	0.515753596512199
1	0.355301259047105
2	2.81449070672867
2	2.01611204365766
1	1.08658379600135
1	1.16231366456022
1	0.416247346467193
2	0.844206340114156
2	1.90054358604076
2	1.46469335971486
1	0.313253512794459
1	0.584315825734173
2	2.42674796055024
2	1.71815998678486
1	0.449554562680774
2	1.86990688257939
2	1.38782838873763
1	0.84511287413323
2	2.01400686258381
2	1.83759985235418
1	0.279992042864173
2	1.61631374614805
1	1.05703047960289
2	0.745034859127348
2	1.92852321607389
1	1.76307146603725
1	1.08511389497038
2	1.17480729026631
1	1.21127755836023
2	1.97120570177024
1	0.311461382298855
1	0.867930738912602
2	2.07149054430456
2	2.11751096158537
1	1.34507059095539
2	2.20413204821151
1	0.426253191143764
1	0.54259179479836
2	1.80456827742635
1	1.16111298845373
1	0.500200329097023
1	0.556219589699919
2	1.64780949940862
1	0.667236184194203
2	1.52246698762542
1	0.327843647641861
2	1.11692104459598
1	0.84077328783553
2	2.01328107154865
2	0.976385122275139
1	0.320378126490163
2	2.00280384317982
1	0.578450755421779
2	2.84354638117018
2	1.99099138900961
1	0.713182811602696
2	2.18185547715412
1	0.371825529427956
1	0.882922797590007
1	0.461176781917073
1	0.948044420866831
2	1.79397417684501
1	0.301509444187458
2	1.18484136696075
1	0.466771518301888
1	0.467971249280191
2	2.03623673164851
2	1.63566181375006
2	0.862705436775327
2	0.877752922215526
1	0.6961452644939
2	1.06940352018782
1	0.420558722855823
2	2.20957799510758
2	1.26363979808593
2	0.944752488916853
1	0.370886063231824
1	0.316396862141151
2	1.00746318790643
1	0.338581077948387
1	0.232248920599573
2	0.368268761965566
1	0.256366265761798
2	1.77971051203095
1	0.465397067404166
2	0.767730528606012
1	0.239021531716908
1	0.92524267495767
2	1.8905978484838
2	3.06112199078448
1	0.424417256268974
1	0.504418598855587
1	0.248370571948469
1	0.678319019435372
2	2.01117647510313
2	2.44810463163275
2	1.16654243867876
1	0.204309300871474
2	1.3757029635074
2	0.666486754679801
2	0.281679057944804
1	0.240341506790438
1	0.340443999454669
1	0.743357867794118
1	0.857293272481496
1	0.711326471503065
1	0.884819358971643
2	0.498444551066157
1	0.7838278430216
1	1.78343356867698
2	1.34095285413847
2	0.881911154233528
1	0.99970188416719
2	1.31154472870379
1	1.08839441332945
2	1.73585361724793
1	1.07220099083648
1	0.966018195347092
1	0.750551308991004
1	0.567283706854129
1	0.188566730271805
2	1.87956246828938
