SEX	value
1	0.892389860140554
1	1.04899428899032
1	3.09307028820049
1	0.916474988889067
2	0.921604357275348
2	1.43414937593539
2	1.79244194925861
1	1.83524719034573
1	1.63200112745576
1	0.481350810206423
1	1.57607266318615
1	1.50915053941149
2	0.791209977859996
1	1.86002818403127
1	1.66063837450284
1	1.59476355619735
1	1.0732401231912
1	2.022253165581
2	0.680557754043837
2	1.63502545471543
1	2.28893908017119
1	0.68821546435621
1	1.53818910523693
1	0.376984589380503
2	0.873367241733709
1	1.6417081988557
1	1.11540233816697
1	1.49843078418705
1	8.75800960749663
1	1.36267261403969
1	3.1930861745593
1	0.620488489294788
2	0.861920782890854
1	0.722445876638204
1	0.806503059072894
2	0.95784498786301
1	1.25884967283631
1	1.20990716403262
2	0.868989093416564
2	7.47951933940308
2	1.94882736240271
2	0.474039178417714
2	1.52319162820872
2	0.842663586985491
1	1.49431873747218
1	1.32145710330804
1	0.739985896167886
2	1.9496684945294
1	0.908734764014872
1	2.7788133189991
2	1.91754197225755
1	2.01402572368803
2	4.06067523585865
1	1.45623860620171
2	0.578031299159078
2	0.747666453290696
1	1.64128290214375
1	1.07302034107374
2	4.19289635291107
1	2.46380234497766
1	1.75954730810284
1	2.46118918908306
1	1.25806042157696
2	0.987837271789938
2	1.23003675915564
1	1.05361722079267
1	1.63848867816959
2	0.801279144887584
1	1.23045887336576
2	4.20131945533231
2	1.03427350690945
1	2.08783793008495
1	0.644965287859873
2	1.24824987769898
1	1.27089713324791
1	1.51900394306824
2	1.29518907376305
1	1.02767479811193
1	2.07524412797096
1	2.51419407549779
1	1.67275617856132
2	1.550824082091
2	1.42086419211202
2	2.6062923215084
1	1.13949899622395
1	1.68565493861162
1	1.36694747982413
1	1.13060576623173
1	0.972569364756131
2	1.68911879133659
1	4.94087074025936
1	1.62392807298314
1	0.880707768665872
1	1.44611949688872
2	1.47952021398434
1	0.69500900847757
1	1.7884351540942
1	2.46332195394095
1	1.33591378942751
2	1.6542323173459
1	6.20836246154606
1	0.893268541367992
1	1.3255610624082
1	1.25980834596309
2	1.4801176451208
1	1.71261518262913
1	1.73568523730849
1	1.10018950807786
1	1.63929215237069
2	0.769773837908115
2	1.17175885387912
1	1.14376174049823
1	1.07961162100798
1	1.86508665176281
1	1.55313217881673
1	1.34950160557573
1	1.06935187185544
2	1.19647790622354
1	1.54783273484262
2	3.79851055472169
2	0.623560144575123
1	1.59440378952113
2	4.36731879990993
1	0.719210288858089
1	0.70747899465619
1	1.44667505795539
2	2.22145774070208
2	0.700714729365342
1	1.11546454346116
1	1.73529132880389
2	0.974417725455463
1	1.89385540658611
1	1.54036870384062
1	1.8549980008835
1	1.12053847413064
1	1.22498521366781
