Adipose - Subcutaneous	Adipose - Visceral (Omentum)	Adrenal Gland	Artery - Aorta	Artery - Coronary	Artery - Tibial	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)	Brain - Cerebellar Hemisphere	Brain - Cerebellum	Brain - Cortex	Brain - Frontal Cortex (BA9)	Brain - Hippocampus	Brain - Hypothalamus	Brain - Nucleus accumbens (basal ganglia)	Brain - Putamen (basal ganglia)	Brain - Spinal cord (cervical c-1)	Brain - Substantia nigra	Breast - Mammary Tissue	Colon - Sigmoid	Colon - Transverse	Esophagus - Gastroesophageal Junction	Esophagus - Mucosa	Esophagus - Muscularis	Heart - Atrial Appendage	Heart - Left Ventricle	Liver	Lung	Minor Salivary Gland	Muscle - Skeletal	Nerve - Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin - Not Sun Exposed (Suprapubic)	Skin - Sun Exposed (Lower leg)	Small Intestine - Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
-0.239494853828776	0.64057563583543	-0.229995419719679	0.123666918670378	0.204280126468193	-0.534595144054314	-0.42833821400333	-0.522421450734084	-0.240360757718069	-0.253525731176479	-0.259095212441368	-0.390442762491588	-0.437106347311653	-0.424093787422674	-0.075537549159165	-0.231387856843939	-0.274983672666095	0.488056908804544	-0.165104096022218	-0.00508446249647926	-0.492452471288931	0.54979226702475	-0.362268574426125	0.234308613333333	-0.243173298194795	-0.177609882049259	-0.499613800453636	-0.24215135040936	2.32909099582999	0.491416071082611	-0.517123358163107	0.0771465305768198	-0.478322719985937	-0.329464747874436	0.668847042960013	0.868279954184196	-0.157633210986134	-0.334038823085309	3.63748210320996	3.63748210320996	0.667982283796894	-0.363611396332466	1.82235978720396	0.345093114622977	1.33167069633203	0.413652869866508
-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.393305610853694
1.48033590051753	2.28856512489397	0.444429240151137	0.793569763913505	1.30742472272011	0.354795190757169	-0.0292411287657558	-0.141585235291103	-0.0951503006928035	-0.348697522914427	0.00903894860713776	-0.0644126186138195	0.0207425233876578	-0.193606343438196	-0.0694709517648672	-0.256091133795463	-0.300332542665465	0.209071088826385	-0.127387106557469	1.13384167381981	0.656204703654422	2.81110450295857	0.381513906936032	0.970166522410748	0.318014395020032	0.0541481720194165	-0.410071587645376	-0.0668240481765473	3.63748210320996	0.799720902706992	-0.531139382921779	1.43670449610198	0.5892034548413	-0.235371128662944	0.0469666095274917	1.68510366226936	0.561176747114567	0.818114318673873	3.63748210320996	2.9161840306889	1.32026401949178	2.29855887115292	2.29121954522087	1.18305440502034	1.42026927819782	-0.327522044792341
-0.628895249577906	-0.422933513609072	-0.628895249577906	-0.622866323462096	-0.628895249577906	-0.621726539498436	-0.588272747360777	-0.610550672665281	-0.602103808537067	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.611246198644558	-0.613963111646122	-0.628895249577906	-0.619007447857217	-0.612345505119517	-0.604009910305155	-0.568959850286417	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.591123353182573	-0.550289107726223	-0.466068745828019	1.12665553319462	-0.628895249577906	-0.6129227526668	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	3.63748210320996	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	3.63748210320996
3.63748210320996	3.63748210320996	2.02650095185535	3.50904356955324	3.63748210320996	1.18808801870767	0.115000850184263	0.0200980689857981	0.189660600295177	-0.292430801297661	-0.300825467903767	0.0905072347397958	-0.042402150971528	0.392254001090335	0.430607665392375	0.0178442978935547	-0.0171852779783511	2.16087184612005	0.870617087980459	3.63748210320996	1.77418545801156	2.90723445737211	1.19953689852033	0.653755779253808	1.39922708106062	0.905704807901866	0.121016543947205	0.518754025247851	3.63748210320996	1.7016464409071	-0.183953179969232	3.63748210320996	0.93991495231106	0.00063715792436821	1.77685007685104	1.65374016541683	0.833662299885478	0.785186152248529	3.20184306992565	3.63748210320996	0.17049180455945	0.584788261773527	2.77892247707533	1.43599726921855	1.8286817482024	0.165878965522339
-0.449381759228549	0.4465569350314	-0.53790491101754	-0.165841157007533	-0.0336114052814793	-0.577542315262394	-0.584745689278161	-0.557346766162585	-0.563782733233181	-0.554272825877259	-0.573401759841286	-0.566862408567246	-0.576461247114253	-0.553714066751579	-0.557079832533533	-0.577490956136615	-0.586820572007763	-0.499398723863455	-0.554275220086945	0.379228346911703	-0.547822238211436	0.701001825668668	-0.551482307143273	0.123308357464698	-0.50351702091829	-0.387175169796738	-0.516097919962685	-0.151741688490454	1.77336939298483	3.63748210320996	-0.493375433962444	-0.154181967148996	-0.247079424877711	-0.421035051748895	-0.2033308865778	0.406838488051407	-0.582316475885239	-0.604002409835902	3.63748210320996	3.63748210320996	0.847162516481395	2.7064808142705	0.10975620745396	-0.0787575064623034	-0.174346341700533	0.266086283234922
0.22788519422806	0.302324627609049	-0.177963437313455	-0.0912928466469132	0.00470364532380845	-0.196460032894294	-0.255986489728154	-0.2500248910191	-0.216849103855014	-0.323444880057265	-0.303187949683772	-0.228442402210805	-0.241319056374726	-0.242175883315567	-0.0933053910485849	-0.287929856915203	-0.22885007909411	-0.137213749894958	-0.0468121868859463	0.346629658769584	-0.0721789477738095	0.0426592644513632	-0.184318789764927	-0.0728199127316461	-0.242710939906719	-0.184156933011195	-0.360460953840619	0.0703964459715942	2.38268401057433	-0.0195778183737161	-0.400243497324604	0.0508173685562887	-0.0868638964461463	-0.462409759194477	0.116178083116338	0.116811201233124	-0.152030732431922	-0.179746935035226	0.501979678366818	3.63748210320996	-0.222777087682733	0.715353774299711	0.698831091233174	0.151995191618248	0.226040696649432	1.36430248817335
-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.314054748137599	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.2307562665609	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	0.553459760907899	-0.0280447069184088	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.628895249577906	-0.553422553920012	-0.628895249577906
2.45692902305253	1.69281918044192	-0.0877132295278447	0.568382275430527	0.647289462967116	0.444097007955508	-0.341034922044888	-0.310850768945281	-0.327474727795256	-0.370430405871025	-0.281346934489223	-0.0919444877622646	-0.0409287430692092	-0.335932459720321	-0.338005302541344	-0.36279605636703	-0.360006190651721	-0.149259914170778	-0.303702058275339	1.53933804731432	1.00328801862794	1.26965308693143	2.09267898428363	1.44508115270713	2.13342953886149	-0.217051597400044	-0.389862916574133	-0.277495133449116	3.2177887507566	1.10357067411354	-0.357423511129549	1.30260357772618	-0.0532882352666128	-0.175406262680053	-0.149113946169779	1.86256519760355	2.77647691326954	3.42036482623012	0.869580017475948	-0.0517448023369938	0.863289578140514	0.455755242941994	-0.181169312645847	1.97508310514897	1.8388792540915	-0.230297812093999
-0.423749096466157	-0.362345997913804	-0.595621343741105	-0.379069882129721	-0.310157742568558	-0.457301446256749	-0.455756496358755	-0.253733404020676	-0.0560884001086891	0.107623994299843	0.125664300149234	-0.114341152873538	-0.263551918526874	-0.408347958828828	-0.483940426658183	0.093825140760692	-0.181377116351295	-0.384829502367171	-0.548930768199451	-0.0107098146447152	-0.507566316316527	-0.221614538802799	-0.494258599119109	0.10338994839071	-0.487381917939388	-0.255150756812414	-0.503739303366251	-0.417109641636519	-0.628895249577906	-0.2812035801006	-0.513301382340435	-0.0342157298760085	-0.247321094759645	-0.480683721528566	0.755589687201091	0.597703186598648	0.273324943374593	-0.0132468817357431	-0.102101732376426	1.9803143504282	-0.317878662698932	1.63712794102712	0.637220556975702	-0.385460025110452	-0.168009610998593	-0.611130882897116
