tis	pheno	beta_age_cib.rel	p_age_cib.rel	beta_sex_cib.rel	p_sex_cib.rel	beta_age_cib.abs	p_age_cib.abs	beta_sex_cib.abs	p_sex_cib.abs	beta_age_xcell	p_age_xcell	beta_sex_xcell	p_sex_xcell	p_age_brown	p_sex_brown	age.coef_direc	sex.coef_direc	p_age_brown.fdr	p_sex_brown.fdr	phenotype	xcell.fdr	cib.abs.fdr	cib.rel.fdr	brown.fdr
Adrenal Gland	Monocytes	0.000254865008526901	0.955858885182748	-0.0156654444827933	0.162015493661174	0.0029633651583528	0.564104739538872	-0.0160697065758942	0.198233370316914	0.00257714190343093	0.0109102396372231	-0.00469827522231511	0.0548605318332788	0.153615830199163	0.0863423045301002	+	-	0.337902655033466	0.262217471683477	Adrenal Gland-Monocytes	0	0	0	0
Adrenal Gland	Lymph_Sum	0.00518582751434648	0.344056305900859	0.0285098093878942	0.0329317349870897	0.0123778822368865	0.122951455547763	0.0421673616271701	0.0308682790481131	0.00610706403518819	0.00516182624857994	-0.0104330425373622	0.0477278639855685	0.0218860510704841	0.00891896148025362	+	+	0.13788212174405	0.0525227731614936	Adrenal Gland-Lymph_Sum	1	0	0	1
Artery - Aorta	T cells CD8	0.00119519959299244	0.635243257497178	-0.0125040406861153	0.049699177863861	0.007438836816116	0.213863675648753	-0.0325577281118808	0.0313637089110634	0.000160414074996059	0.84256661653931	-0.00396340394444335	0.052329366435683	0.579436560720334	0.0129900192257647	+	-	0.705665489043894	0.0688471018965528	Artery - Aorta-T cells CD8	0	0	0	1
Artery - Aorta	CD4_memory	0.00279858952635947	0.334984083232728	0.00235366355184761	0.74752791462547	0.0205819000916594	0.00642814913010994	-0.00770285537305323	0.683888145682839	0.00158638029634835	0.0120002544344388	-0.00338744432330154	0.033062212232617	0.00760896070244046	0.245990910233173	+	-	0.0653678896709658	0.507955256195772	Artery - Aorta-CD4_memory	0	1	0	1
Artery - Aorta	MacrophageSum	0.00946735611380692	0.100577942280018	-0.00485199823623938	0.737924939820875	0.0465812642348105	0.0382551856682022	-0.0535070268535737	0.343617726563888	0.00483632317542131	0.124849694601361	-0.00389348580659933	0.623390162796922	0.0539928577509364	0.605392510186614	+	-	0.205776422082086	0.774551223638242	Artery - Aorta-MacrophageSum	0	0	0	0
Artery - Aorta	Bcellsum	0.00564577099521182	0.025053159910606	-0.00166807173626453	0.79197073768575	0.0146349562470456	0.00673116904918537	0.00216495045559205	0.872845025310515	0.00321770014348721	0.000340119454714524	0.000790375534529209	0.724084008310096	0.00032772661586418	0.905841526190294	+	+	0.00563093912712092	0.93036401529524	Artery - Aorta-Bcellsum	1	1	0	1
Artery - Aorta	MastSum	-0.00780171260132988	0.0272110858490331	0.000533867107539439	0.951990346177271	-0.00773441786194784	0.274570914751824	-0.00946857132415576	0.595385903677737	-0.000134758658376009	0.569746810315901	-0.00041497774972296	0.487488159758002	0.134401940794748	0.753066681853005	-	-	0.325666241156506	0.867663785613245	Artery - Aorta-MastSum	0	0	0	0
Artery - Aorta	Myeloid_Sum	-0.00455450949769356	0.3147972744894	0.00788828444828325	0.489573660201956	0.0299118537397022	0.274207283212948	-0.0429723406072387	0.532885142712574	0.00763358717938765	0.520734119851222	-0.0305972029657112	0.307430649958594	0.378465897039479	0.476234324916222	+	-	0.537819958950839	0.728089015977685	Artery - Aorta-Myeloid_Sum	0	0	0	0
Artery - Aorta	Monocytes	-0.00117014695113067	0.760035784013291	0.00342797032938904	0.7226230942061	0.00205691475977562	0.798036968983595	0.00512134919720634	0.800461194815178	-0.000995637296123572	0.615259877738528	-0.00155852043481028	0.754935438760065	0.818578139635693	0.855894916626535	+	+	0.850061914237066	0.910648736256809	Artery - Aorta-Monocytes	0	0	0	0
Artery - Aorta	Lymph_Sum	0.00455450949769357	0.314797274489398	-0.00788828444828343	0.489573660201947	0.0426943721250616	0.00509592579660147	-0.0402046451453761	0.292565152004861	0.00625280182555467	0.00535134360516332	-0.0169100127989428	0.00283589095225468	0.00423417142026158	0.0362808947326961	+	-	0.0421188630752336	0.155909790878343	Artery - Aorta-Lymph_Sum	1	1	0	1
Artery - Coronary	T cells CD8	0.00444044783052423	0.146122873171378	-0.0175269357869969	0.00956266794097644	0.00708090584079672	0.638705355978684	-0.0589248567046835	0.0768100720852482	-0.000780466557096169	0.820333973190595	-0.00437916823203216	0.562265621559413	0.482529287696481	0.0382740458927254	+	-	0.620394798466904	0.160146665709035	Artery - Coronary-T cells CD8	0	0	1	0
Artery - Coronary	CD4_memory	0.00310074090876618	0.511417997164238	0.00900160605550253	0.386065517495244	0.0120024153021633	0.546184963345687	-0.048157414491881	0.271279112442857	-0.000390328598221804	0.77791064400612	-0.00373817354897094	0.22014971698975	0.71772688087202	0.285556057289188	+	-	0.774942508436963	0.55370015986562	Artery - Coronary-CD4_memory	0	0	0	0
Artery - Coronary	MacrophageSum	0.00564495499678096	0.508675568713191	0.0189922354518933	0.312178712309433	0.00933220802376553	0.818570444539763	-0.0481567790628791	0.590372174752078	-0.00435994837204791	0.543124802617449	0.00466098646649854	0.767329815746272	0.710721657195262	0.602098597995907	+	-	0.774942508436963	0.774551223638242	Artery - Coronary-MacrophageSum	0	0	0	0
Artery - Coronary	Bcellsum	0.00241255781978783	0.555680291287339	-0.0246378996286923	0.00676255555037123	0.00309843253574898	0.860372955136541	-0.0810750279508911	0.0375189339879959	-0.0118232307279797	0.324814301320356	-0.0251797985133826	0.340064986049541	0.626700314634564	0.0185978032648805	+	-	0.740289746662079	0.0953887328747095	Artery - Coronary-Bcellsum	0	0	1	1
Artery - Coronary	MastSum	-0.00330340713852734	0.494161411754153	0.00248698002226727	0.814741088793041	-0.00734008639091732	0.543505133637186	-0.0261098539986566	0.325989496593865	-0.00124446317835123	0.00555029411317403	-0.000463380432751407	0.634633276505475	0.0738435751130409	0.657168792335671	-	-	0.249222066006513	0.80376798447209	Artery - Coronary-MastSum	1	0	0	0
Artery - Coronary	Myeloid_Sum	-0.00262996868720284	0.72465770284275	0.0331112878898551	0.0449204129172951	-0.00746455286613369	0.881722309939016	-0.0907938695796391	0.41080699800138	-0.031593159533389	0.241271451771138	-0.0168316357136819	0.775968267885829	0.632295574999221	0.229344476141506	-	-	0.742260022825173	0.479812785611835	Artery - Coronary-Myeloid_Sum	0	0	0	0
Artery - Coronary	Monocytes	0.000624469044022372	0.922657728906399	0.0152802758065124	0.280665150512149	0.00296908562425333	0.853083965103514	-0.0113757393066708	0.746888141857231	-0.00154905687922382	0.691359440917662	0.00316401617471296	0.712187435852646	0.915888930703812	0.614150619073248	+	-	0.925684534240751	0.774999590735289	Artery - Coronary-Monocytes	0	0	0	0
Artery - Coronary	Lymph_Sum	0.00262996868720279	0.724657702842755	-0.0331112878898553	0.0449204129172943	0.0031292735260389	0.955289087903798	-0.222474651141274	0.0711858139365655	-0.0184737590471839	0.309897399059496	-0.0415126684618778	0.299276543457341	0.727445430007606	0.0542531253896441	+	-	0.77676376424541	0.200610393882638	Artery - Coronary-Lymph_Sum	0	0	0	0
Artery - Tibial	CD4_memory	0.00111032715602524	0.710764181115129	-0.012626094274834	0.096020356510926	0.0288197675663196	1.4017478864899e-06	-0.0240406348391323	0.107312392328684	0.00312972737376431	8.85226457874365e-09	-0.00163385177629561	0.226617918384498	2.68703251647885e-08	0.0937007254401098	+	-	5.07849145614502e-06	0.266043131160312	Artery - Tibial-CD4_memory	1	1	0	1
Artery - Tibial	MacrophageSum	0.000621526485948638	0.866195979467469	0.0132121699694346	0.15727281757821	0.054596541091884	1.09430524556029e-05	-0.0220153939012026	0.478465049096316	0.00405874192103484	0.00159941067907514	-0.0036681019050031	0.257101273807193	7.87390884810069e-05	0.261568824037645	+	-	0.00212595538898719	0.526448645847918	Artery - Tibial-MacrophageSum	1	1	0	1
Artery - Tibial	MastSum	0.00768753208272057	0.0101993600227418	-0.01924658028322	0.0109971179612248	0.0286867654581054	9.83717378708243e-08	-0.0225276128723201	0.0930479316648915	-0.000220332392841636	0.16417899032997	-0.000171406427224892	0.668457762060542	7.15444347766066e-06	0.0480754607723184	+	-	0.000270437963455573	0.181999958638063	Artery - Tibial-MastSum	0	1	1	1
Artery - Tibial	Myeloid_Sum	-0.00452315493722588	0.24887199762338	0.0146445014979647	0.140177740317544	0.0949292052595516	4.78074667614101e-07	-0.038450162030587	0.413408071099594	0.0460056104223497	2.95522332942673e-06	-0.0508383196965391	0.0391234548158705	1.95452081758163e-07	0.0910957285841168	+	-	1.84702217261464e-05	0.266043131160312	Artery - Tibial-Myeloid_Sum	1	1	0	1
Artery - Tibial	Monocytes	-0.0102926058755541	0.00251278673675705	0.0192730003207103	0.0249479311424048	0.0120959041019029	0.0395358835967097	0.00714655942279311	0.62985634483485	0.0037526595896273	0.000554870760706397	-0.00367944357543937	0.178229165426908	0.000257942989802129	0.102419630143229	+	+	0.00504654849347883	0.280771055047817	Artery - Tibial-Monocytes	1	0	1	1
Artery - Tibial	Lymph_Sum	0.00452315493722588	0.248871997623379	-0.0146445014979647	0.140177740317545	0.066015850841643	2.21909222728123e-07	-0.0556480440403816	0.0800624247968365	0.0078734242486548	0.000602273401347329	-0.0149875715213732	0.0096196065529107	4.17271837378035e-07	0.0119203144303373	+	-	2.62881257548162e-05	0.0653562067042632	Artery - Tibial-Lymph_Sum	1	1	0	1
Breast - Mammary Tissue	T cells CD8	-0.0036600491574337	0.178231253503039	0.0761281713001041	1.95093928978019e-23	-0.0131299822619886	0.159431526957202	0.242257635196904	8.35763060419606e-21	-0.00223190868020302	0.0347938221469488	0.00975602991178274	0.000357273909145595	0.0469749890377745	1.08598317588386e-33	-	+	0.197294953958653	5.75571083218446e-32	Breast - Mammary Tissue-T cells CD8	1	1	1	1
Breast - Mammary Tissue	CD4_memory	-0.00287622673029871	0.341541045565713	-0.000342467677425723	0.964760712429829	-0.00205690321558281	0.798079068652382	0.106766977533159	4.22174751135264e-07	-0.00114848632619782	0.184460335257924	0.0120930029984976	1.04701648673899e-07	0.407002404815418	3.31275766336694e-08	-	+	0.557416337029811	8.77880780792238e-07	Breast - Mammary Tissue-CD4_memory	1	1	0	1
Breast - Mammary Tissue	MacrophageSum	0.0159247001737216	0.0067560951540771	-0.0882336265314491	1.08199900371099e-08	0.0612194467800179	0.000696037680218148	0.0272126057357132	0.552852849553591	0.00863196050871486	0.0287106959308582	-0.0351552031667195	0.000559579630591094	0.000868119987878361	3.72800244852144e-06	+	+	0.0126211290545392	5.92752389314909e-05	Breast - Mammary Tissue-MacrophageSum	1	1	1	1
Breast - Mammary Tissue	Bcellsum	-0.000502277687084203	0.886987999885222	0.122444863550154	2.16958050381983e-32	-0.0014764152020046	0.889747584089378	0.391736556416651	2.20751954703809e-35	-0.000954266975349584	0.47045839797281	0.0235025235820969	2.75397046689315e-11	0.805791877584405	1.49647225205573e-38	-	+	0.841406988195871	1.18969544038431e-36	Breast - Mammary Tissue-Bcellsum	1	1	1	1
Breast - Mammary Tissue	MastSum	-0.0030399183465918	0.44396094004546	-0.0607187122959915	7.21860540529743e-09	0.00604768910213798	0.553527129055424	-0.0227153673216788	0.385859795896581	0.000614629597077588	0.129585982955478	-0.00536749826945946	4.35465942077779e-07	0.33004686488745	2.18649565450705e-08	+	-	0.51040799194615	6.95305618133242e-07	Breast - Mammary Tissue-MastSum	1	0	1	1
Breast - Mammary Tissue	Myeloid_Sum	0.0127317661202673	0.0349361274079159	-0.198607349888203	3.74692770410555e-30	0.0764070387098294	0.0006232978934393	-0.0172806268499506	0.760535937941713	0.0304513250220235	0.0112867411504691	-0.116361371634032	0.000178127221448372	0.00111797333960547	7.11259255261045e-18	+	-	0.0150926400846738	2.82725553966265e-16	Breast - Mammary Tissue-Myeloid_Sum	1	1	1	1
Breast - Mammary Tissue	Monocytes	-0.000794576747283186	0.802757876387583	-0.045609025618328	5.27598791036693e-08	0.00776326991151919	0.16469467724067	-0.0189906954982291	0.185134554461303	0.00272501115791041	0.061949589185558	-0.0165504428385573	1.31258563805706e-05	0.174323004994072	1.14103242661893e-07	+	-	0.350500510041273	2.59177365474871e-06	Breast - Mammary Tissue-Monocytes	1	0	1	1
Breast - Mammary Tissue	Lymph_Sum	-0.0127317661202672	0.0349361274079163	0.198607349888203	3.74692770410528e-30	-0.0246422454179889	0.307808011649581	0.856192731121052	1.54665480820562e-33	-0.00588971835838092	0.0640898723226386	0.0271901576006871	0.000934618711121007	0.0388648209762	4.12802208000421e-47	-	+	0.188344901653892	6.56355510720669e-45	Breast - Mammary Tissue-Lymph_Sum	1	1	1	1
Colon - Sigmoid	CD4_memory	-0.00325186112965654	0.476788678830541	-0.00771744506178705	0.490127983585212	-0.0115159166314037	0.214979824113094	0.000855365119942128	0.969921759853753	0.000357108975411775	0.4336477098049	0.000138347419887307	0.901274672706571	0.385745759402217	0.888641204310036	-	+	0.540044063163104	0.929565470297999	Colon - Sigmoid-CD4_memory	0	0	0	0
Colon - Sigmoid	MacrophageSum	0.0143625968443649	0.0196076070806012	0.00463025055353576	0.757064983120631	0.00273499150694064	0.8182345811289	0.0132544600953372	0.649034795514848	-0.000890076003175966	0.419106887340857	0.00361515777283867	0.180410808237205	0.162007166176386	0.507309940694706	+	+	0.342618284665002	0.731255977880362	Colon - Sigmoid-MacrophageSum	0	0	0	0
Colon - Sigmoid	MastSum	0.00684491459730848	0.254775841959036	0.00522017995072853	0.722274990215129	-4.46925046678749e-05	0.996166989578063	0.00456569038598022	0.841039789820313	0.000111064740009835	0.768315045182437	0.000475091181486863	0.606629286829205	0.65686217265043	0.807604005538814	-	+	0.759448657399537	0.893644823369332	Colon - Sigmoid-MastSum	0	0	0	0
Colon - Sigmoid	Myeloid_Sum	0.00465666483706463	0.492913560851156	-0.00754448927178764	0.649717151715676	-0.0302107961150533	0.149890597907608	-0.00860772470982568	0.866538555184122	-0.016894018655536	0.0478521612692543	-0.0119603853981414	0.565415222961977	0.115377594312939	0.809338707957131	-	-	0.310892952405322	0.893644823369332	Colon - Sigmoid-Myeloid_Sum	0	0	0	0
Colon - Sigmoid	Monocytes	-0.0143323441176694	0.00274805343734837	-0.0145765022962034	0.209443780470586	-0.0273872291377147	0.00318927983701434	-0.0202092432233566	0.369597301505456	-0.00580812950971563	0.00166065616491021	-0.00333066407525378	0.45636100689579	0.000267013147803113	0.343837743057262	-	-	0.00504654849347883	0.600771441165985	Colon - Sigmoid-Monocytes	1	1	1	1
Colon - Sigmoid	Lymph_Sum	-0.00465666483706458	0.49291356085116	0.00754448927178766	0.649717151715676	-0.0229397281784429	0.242417012872819	0.0316225361863557	0.509723902193717	-3.74923913913461e-05	0.991368891167602	0.00548358867045587	0.518067645671982	0.582454054448928	0.669431666018511	-	+	0.705665489043894	0.80476966040519	Colon - Sigmoid-Lymph_Sum	0	0	0	0
Colon - Transverse	T cells CD8	-0.00236315525619473	0.416844234278172	-0.00429062078991237	0.542582478223085	-0.00888550812599586	0.345461404858424	-0.0202297315402608	0.375038000424063	-0.00186113678687349	0.360170893694796	-0.00171365690200774	0.727718382223195	0.404277950226789	0.608923917954593	-	-	0.557416337029811	0.774551223638242	Colon - Transverse-T cells CD8	0	0	0	0
Colon - Transverse	CD4_memory	0.00124588002724975	0.750158737434486	0.000806176007336381	0.93218530774991	-0.0318679331871241	0.0586855126877834	-0.0178230633097868	0.661359486084973	0.00015285927474648	0.914291283544269	-0.00167278594173942	0.626773900888374	0.364486123658496	0.838827147262367	-	-	0.529906749011198	0.907302832753173	Colon - Transverse-CD4_memory	0	0	0	0
Colon - Transverse	MacrophageSum	0.00911934862529591	0.06710994031281	0.0142271997400834	0.237292669628903	-0.00664296707584767	0.658303896547369	-0.0223489653227688	0.539003210712853	-0.00267342371511139	0.140510152481927	0.00306504592459544	0.484598738794243	0.163151564126191	0.430193822261866	-	-	0.342618284665002	0.684008177396367	Colon - Transverse-MacrophageSum	0	0	0	0
