SMTSD	MacrophageSum.CIB_Abs
Brain - Anterior cingulate cortex (BA24)	0.0556513923772785
Brain - Amygdala	0.0370673457037127
Brain - Caudate (basal ganglia)	0.0941187798587223
Brain - Nucleus accumbens (basal ganglia)	0.0331314551735318
Brain - Putamen (basal ganglia)	0.0409651462205469
Brain - Hypothalamus	0.00770838094358329
Brain - Spinal cord (cervical c-1)	0.0865848760600753
Skin - Not Sun Exposed (Suprapubic)	0.135141188533619
Thyroid	0.545079776257716
Liver	0.214040761390093
Lung	1.30869251375755
Pancreas	0.0226561968693024
Heart - Left Ventricle	0.164665673193711
Esophagus - Mucosa	0.108656554246433
Esophagus - Muscularis	0.107256222977681
Esophagus - Gastroesophageal Junction	0.256969136223847
Artery - Aorta	0.297436742596266
Nerve - Tibial	0.932667565157407
Brain - Frontal Cortex (BA9)	0.0939174121980855
Brain - Hippocampus	0.133575295676065
Brain - Caudate (basal ganglia)	0.0797318207361939
Brain - Nucleus accumbens (basal ganglia)	0.0676456208838924
Brain - Putamen (basal ganglia)	0.117507731153826
Brain - Hypothalamus	0.0458099954912105
Thyroid	0.105793293330701
Brain - Cortex	0.0894460563801348
Testis	0
Whole Blood	0.194948834149936
Adrenal Gland	0.340282425730898
Skin - Not Sun Exposed (Suprapubic)	0.269368918663769
Adipose - Visceral (Omentum)	0.310871839566305
Pancreas	0.0825475246358493
Thyroid	0.599307332136126
Heart - Atrial Appendage	0.132700968137128
Artery - Coronary	0.91586143919787
Heart - Left Ventricle	0.108590554808067
Liver	0.26718815048797
Prostate	0.393461880512104
Testis	0.0754246714836845
Breast - Mammary Tissue	0.701734656231247
Esophagus - Muscularis	0.407075212433693
Esophagus - Mucosa	0.342913114024222
Stomach	0.103609749767609
Colon - Transverse	0.759477323513713
Esophagus - Gastroesophageal Junction	0.555784098682641
Small Intestine - Terminal Ileum	1.09427274599905
Colon - Sigmoid	0.154828699595395
Artery - Tibial	0.144081547779365
Muscle - Skeletal	0.0452310943527995
Adipose - Subcutaneous	0.900326045452047
Skin - Sun Exposed (Lower leg)	0.0834140821259572
Whole Blood	0.329085974333894
Artery - Aorta	0.281717795342808
Lung	0.636600719543991
Esophagus - Mucosa	0.137068453591391
Adipose - Visceral (Omentum)	0.835602872918015
Stomach	0.0456707098767368
Ovary	0.145595741504245
Uterus	0.249090039323918
Breast - Mammary Tissue	0.350645631108869
Pancreas	0.0716866841133687
Skin - Not Sun Exposed (Suprapubic)	0.166181198894213
Skin - Sun Exposed (Lower leg)	0.153414136639652
Muscle - Skeletal	0.0444814761476137
Artery - Tibial	0.0854963660997352
Whole Blood	0.043550477844238
Brain - Cerebellar Hemisphere	0.0296961442205544
Brain - Hippocampus	0.0297286750001419
Brain - Spinal cord (cervical c-1)	0.165726829239282
Lung	2.24029504295774
Muscle - Skeletal	0.0969661825433079
Nerve - Tibial	0.489667836384396
Artery - Tibial	0.212284741317448
Skin - Sun Exposed (Lower leg)	0.125850317202449
Adipose - Subcutaneous	1.78355376123436
Thyroid	0.780509832873173
Skin - Not Sun Exposed (Suprapubic)	0.0845332239696428
Breast - Mammary Tissue	0.422837163906571
Pituitary	0.216620812548704
Whole Blood	0.139777952774731
Brain - Frontal Cortex (BA9)	0.082481184870785
Artery - Aorta	0.541107093275499
Heart - Left Ventricle	0.121317301546954
Heart - Atrial Appendage	0.0945588142521169
Lung	0.57821838280972
Liver	0.118910690795729
Muscle - Skeletal	0.0783280457605762
Whole Blood	0
Brain - Frontal Cortex (BA9)	0.0586876809913765
Brain - Cerebellar Hemisphere	0.0266356886871631
Brain - Hippocampus	0.214105253918957
Brain - Substantia nigra	0.393542329102163
Brain - Caudate (basal ganglia)	0.0731857457842515
Brain - Nucleus accumbens (basal ganglia)	0.164197713193978
Brain - Putamen (basal ganglia)	0.11635550783923
Brain - Hypothalamus	0.135089204614283
Brain - Spinal cord (cervical c-1)	0.391434443039237
Skin - Sun Exposed (Lower leg)	0.110760789616631
Muscle - Skeletal	0.0401385161209471
Thyroid	0.50994995914255
Heart - Atrial Appendage	0.208410242549327
Artery - Coronary	0.488842332956041
Adipose - Visceral (Omentum)	2.28511840372864
Prostate	0.170532320458074
Brain - Cerebellum	0.0359899930513838
Brain - Cortex	0.0975760875862205
Whole Blood	0.106631645124649
Brain - Frontal Cortex (BA9)	0.0736180346546123
Brain - Cerebellar Hemisphere	0.133533479384678
Brain - Hippocampus	0.395949645785301
Brain - Substantia nigra	0.256533436678126
Brain - Caudate (basal ganglia)	0.142449348823161
Brain - Nucleus accumbens (basal ganglia)	0.117467757197119
Brain - Putamen (basal ganglia)	0.0909909113026637
Brain - Hypothalamus	0.137126628766358
Lung	1.14205283527823
Adipose - Visceral (Omentum)	0.992684260947911
Esophagus - Mucosa	0.120794687520521
Esophagus - Muscularis	0.279305698329617
Thyroid	0.239850667741944
Skin - Not Sun Exposed (Suprapubic)	0.195908186181482
Colon - Sigmoid	0.268927380055835
Prostate	0.260263957801914
Minor Salivary Gland	0.128955787145983
Skin - Sun Exposed (Lower leg)	0.272328349761234
Adipose - Subcutaneous	0.587574271400448
Muscle - Skeletal	0.0521085709262163
Nerve - Tibial	1.15315898471821
Artery - Tibial	0.388721831252163
Brain - Cerebellum	0.0371819517967315
Pituitary	0.341479033622955
Brain - Frontal Cortex (BA9)	0.0495407115501025
Brain - Anterior cingulate cortex (BA24)	0.0765855786215712
Brain - Caudate (basal ganglia)	0.0486034150618585
Brain - Nucleus accumbens (basal ganglia)	0.0293939879789233
Brain - Hypothalamus	0.20860516357704
Skin - Sun Exposed (Lower leg)	0.658883051467305
Adipose - Subcutaneous	0.758792621998012
Nerve - Tibial	0.693877186235131
Muscle - Skeletal	0.213074619701701
Skin - Not Sun Exposed (Suprapubic)	0.343289584397523
Thyroid	0.295565724510797
Adipose - Visceral (Omentum)	0.332253534953699
Brain - Cortex	0.120557286719151
Pituitary	0.600134658821698
Whole Blood	0.357399920924483
Brain - Frontal Cortex (BA9)	0.0595112243706372
Brain - Cerebellar Hemisphere	0.0914905539162426
Brain - Hippocampus	0.18368890164994
Brain - Caudate (basal ganglia)	0.164450952199067
Brain - Nucleus accumbens (basal ganglia)	0.155458629948652
Brain - Putamen (basal ganglia)	0.0766842550960936
Brain - Spinal cord (cervical c-1)	0.460592012003373
Heart - Atrial Appendage	0.254825318097982
Lung	1.96417839981687
Adipose - Visceral (Omentum)	0.187795081134684
Skin - Not Sun Exposed (Suprapubic)	0.149885231505155
Muscle - Skeletal	0.0524669431412969
Artery - Tibial	0.226450768650277
Nerve - Tibial	0.768748947174967
Pituitary	0.394253759047922
Skin - Sun Exposed (Lower leg)	0.0873442652940081
Adipose - Subcutaneous	0.298762620730336
Brain - Cortex	0.059764791771512
Brain - Cerebellum	0.164328434536473
Brain - Frontal Cortex (BA9)	0.0718297184974551
Brain - Cerebellar Hemisphere	0.0483762076361691
Brain - Hippocampus	0.174758208493699
Brain - Anterior cingulate cortex (BA24)	0.082002493478939
Brain - Amygdala	0.0804027124376897
Brain - Caudate (basal ganglia)	0.100806937134289
Brain - Nucleus accumbens (basal ganglia)	0.0667911917471297
Brain - Putamen (basal ganglia)	0.093363999153914
Brain - Hypothalamus	0.108249801297326
Muscle - Skeletal	0.0849532527919094
Adipose - Subcutaneous	1.72903381718023
Artery - Tibial	0.5033202042644
Nerve - Tibial	1.31707806940261
Skin - Not Sun Exposed (Suprapubic)	0.112040596154973
Thyroid	0.225960854370046
Heart - Atrial Appendage	0.194834216425871
Heart - Left Ventricle	0.0500848557452969
Lung	0.392588806888024
Minor Salivary Gland	0.311423459089999
Pituitary	0.251557709678489
Brain - Cortex	0.23908616555565
Brain - Cerebellum	0.0763227143222385
Spleen	1.01886354363412
Pancreas	0.290099864915251
Lung	1.80195357551708
Heart - Left Ventricle	0.0922095731631878
Ovary	0.59859878197647
Artery - Coronary	0.286875957351223
Heart - Atrial Appendage	0.379812778194261
Adrenal Gland	0.867301074012468
Liver	0.476926558589738
Thyroid	0.525541516249384
Uterus	0.480956172353259
Vagina	0.743268371191733
Breast - Mammary Tissue	1.18951353625253
Adipose - Visceral (Omentum)	2.45989435938268
Skin - Not Sun Exposed (Suprapubic)	0.696931523974442
Skin - Sun Exposed (Lower leg)	0.653571535729511
Adipose - Subcutaneous	1.29133241887775
Muscle - Skeletal	0.0558635926759126
Nerve - Tibial	1.29897492218199
Artery - Tibial	0.4610892583518
Brain - Frontal Cortex (BA9)	0.100935394209639
Brain - Hippocampus	0.364525424532556
Brain - Anterior cingulate cortex (BA24)	0.0288782953009433
Brain - Amygdala	0.173344331953411
Brain - Caudate (basal ganglia)	0.364614770287693
Brain - Nucleus accumbens (basal ganglia)	0.297604528985699
Brain - Putamen (basal ganglia)	0.174804633611881
Brain - Hypothalamus	0.12220952916531
Brain - Spinal cord (cervical c-1)	0.485335672634591
Skin - Sun Exposed (Lower leg)	0.322901826027641
Adipose - Subcutaneous	0.383696709811942
Artery - Tibial	0.29485332713953
Nerve - Tibial	0.506266435968292
Muscle - Skeletal	0.0697745784725448
Breast - Mammary Tissue	0.711609687723987
Lung	1.03411896356162
Thyroid	0.239878020247718
Heart - Atrial Appendage	0.107533112075855
Heart - Left Ventricle	0.11441841303643
Adipose - Visceral (Omentum)	0.241158146626432
Esophagus - Gastroesophageal Junction	0.0689700125406215
Stomach	0.0386629764635489
Skin - Not Sun Exposed (Suprapubic)	0.275482938972814
Testis	0.178708219359368
Pituitary	0.118509953735812
Brain - Frontal Cortex (BA9)	0.302249946030817
Brain - Cerebellar Hemisphere	0.0676298622407009
Brain - Hippocampus	0.216266054500867
Brain - Substantia nigra	0.331161292048672
Brain - Anterior cingulate cortex (BA24)	0.217346839298487
Brain - Amygdala	0.507610773462634
Brain - Caudate (basal ganglia)	1.07923997470223
Brain - Nucleus accumbens (basal ganglia)	0.0709982362213632
Brain - Putamen (basal ganglia)	0.189111412130942
Brain - Spinal cord (cervical c-1)	0.758846305062118
Testis	0.414195176943169
Skin - Not Sun Exposed (Suprapubic)	0.420730709490561
Artery - Aorta	1.02577054071796
Thyroid	0.696115150447705
Lung	1.41988741222267
Liver	0.129850261495662
Prostate	0.913863340825835
Adipose - Visceral (Omentum)	1.02866454315641
Colon - Sigmoid	0.383833679266609
Muscle - Skeletal	0.0699524129348767
Skin - Sun Exposed (Lower leg)	0.23043939360748
Adipose - Subcutaneous	1.38243493615278
Pituitary	0.310381139966345
Brain - Cerebellum	0.0514400015572902
Brain - Frontal Cortex (BA9)	0.104453862914161
Brain - Cerebellar Hemisphere	0.0522221976929631
Brain - Hippocampus	0.110696086145404
Brain - Substantia nigra	0.277150797704217
Brain - Caudate (basal ganglia)	0.0357549084505806
Brain - Nucleus accumbens (basal ganglia)	0.0700047815505395
Brain - Putamen (basal ganglia)	0.0553245058502414
Brain - Hypothalamus	0.0304292095207175
Brain - Spinal cord (cervical c-1)	0.234897091728194
Skin - Not Sun Exposed (Suprapubic)	0.122194034960078
Heart - Left Ventricle	0.0357300761588803
Heart - Atrial Appendage	0.116267995320327
Artery - Aorta	0.135156376721203
Lung	0.760917257650318
Thyroid	0.44579065763808
Esophagus - Muscularis	0.0834178966691555
Liver	0.213920730784659
Esophagus - Gastroesophageal Junction	0.084886218300278
Small Intestine - Terminal Ileum	0.0816996426757077
Testis	0.133184622128189
Minor Salivary Gland	0.0257730933558509
Skin - Sun Exposed (Lower leg)	0.168945718113187
Muscle - Skeletal	0.0498600964396921
Artery - Tibial	0.345077263688938
Brain - Cortex	0.050488724595801
Brain - Cerebellum	0.0193735873963996
Skin - Not Sun Exposed (Suprapubic)	0.398810092237954
Skin - Sun Exposed (Lower leg)	0.521134775330029
Nerve - Tibial	0.818492313663739
Muscle - Skeletal	0.11182908473639
Artery - Tibial	0.212830070084064
Thyroid	0.504437389930227
Brain - Cortex	0.290622844708313
Brain - Frontal Cortex (BA9)	0.0647272282215449
Brain - Cerebellar Hemisphere	0.0798165822747225
Brain - Hippocampus	0.198796947996402
Brain - Substantia nigra	0.242290670564996
Brain - Anterior cingulate cortex (BA24)	0.11378807256518
Brain - Amygdala	0.0788394354017248
Brain - Caudate (basal ganglia)	0.116684147122789
Brain - Nucleus accumbens (basal ganglia)	0.0563770345638614
Brain - Hypothalamus	0.126189012554303
Brain - Spinal cord (cervical c-1)	0.195732167025283
Skin - Sun Exposed (Lower leg)	0.49846932590281
Adipose - Subcutaneous	1.76444443222639
Muscle - Skeletal	0.159248647809505
Nerve - Tibial	1.30893171125056
Artery - Tibial	0.159283831556555
Skin - Not Sun Exposed (Suprapubic)	0.307846292677669
Adipose - Visceral (Omentum)	0.331204507363694
Prostate	0.525622049510235
Lung	1.75756568016384
Heart - Atrial Appendage	0.166581732038498
Pituitary	0.248248795643643
Brain - Cortex	0.0848635413470053
Brain - Hippocampus	0.0209539106102978
Brain - Hypothalamus	0.022190464486253
Breast - Mammary Tissue	0.684184718027701
Thyroid	0.552300230101739
Lung	0.726606425119309
Skin - Sun Exposed (Lower leg)	0.111860184290204
Adipose - Subcutaneous	0.783613763649586
Skin - Not Sun Exposed (Suprapubic)	0.0955609548354533
Artery - Tibial	0.359958401119994
Muscle - Skeletal	0.0880782120792575
Heart - Atrial Appendage	0.550392334379655
Adipose - Subcutaneous	1.0864096504496
Muscle - Skeletal	0.0805731800747854
Nerve - Tibial	1.20631725471441
Artery - Tibial	0.548615295678526
Lung	1.10061676344735
Breast - Mammary Tissue	1.34970260103387
Thyroid	0.520287923740749
Artery - Aorta	0.897253313840289
Liver	0.128721669404003
Adipose - Visceral (Omentum)	1.75340270142787
Skin - Not Sun Exposed (Suprapubic)	0.245137812752026
Brain - Frontal Cortex (BA9)	0.0535997908280525
Brain - Cerebellar Hemisphere	0.0269559063738123
Brain - Hippocampus	0.091454453616742
Brain - Caudate (basal ganglia)	0.0440781633511142
Brain - Hypothalamus	0.163070117885739
Brain - Spinal cord (cervical c-1)	0.278351937166146
Adipose - Subcutaneous	2.33313096464485
Skin - Sun Exposed (Lower leg)	0.337848151262025
Nerve - Tibial	0.897044448709999
Muscle - Skeletal	0.0233644393028072
Heart - Atrial Appendage	0.189688622880073
Thyroid	0.379706443382783
Artery - Coronary	1.09879559740043
Lung	1.50308864557213
Testis	0.0449203674690564
Pituitary	0.71481919056237
Heart - Left Ventricle	0.0657183814041474
Heart - Atrial Appendage	0.0165951410494764
Liver	0.066691391518471
Adipose - Visceral (Omentum)	0.853793854681909
Esophagus - Mucosa	0.0579484417890574
Testis	0.256789498221339
Breast - Mammary Tissue	0.446144189604769
Artery - Tibial	0.0900873069319103
Adipose - Subcutaneous	0.752849550430185
Skin - Sun Exposed (Lower leg)	0.0745552646954191
Muscle - Skeletal	0.0335625012086512
Brain - Spinal cord (cervical c-1)	0.0737557972583717
Skin - Sun Exposed (Lower leg)	0.162604780473209
Adipose - Subcutaneous	1.1072846948869
Nerve - Tibial	1.02924235288005
Muscle - Skeletal	0.0909955906095435
Testis	0.236354653222982
Thyroid	0.938279402928259
Heart - Atrial Appendage	0.290668053146012
Artery - Aorta	1.17495496004597
Heart - Left Ventricle	0.392720212622506
Esophagus - Mucosa	0.156655059000912
Esophagus - Muscularis	0.221691174701527
Pancreas	0.0686708823328519
Liver	0.258523204437728
Colon - Sigmoid	0.360907743379891
Pituitary	0.327255274358903
Adrenal Gland	0.468934763918171
Heart - Atrial Appendage	0.288652985010982
Artery - Aorta	0.998167820313387
Esophagus - Mucosa	0.408803032440651
Esophagus - Gastroesophageal Junction	0.334749896619911
Esophagus - Muscularis	0.250903350314365
Stomach	0.0708196176797855
Small Intestine - Terminal Ileum	0.740886722874294
Prostate	0.320332494544739
Testis	0.131385426297189
Skin - Sun Exposed (Lower leg)	0.187660852037033
Adipose - Subcutaneous	1.01678610899543
Muscle - Skeletal	0.0840674588780852
Nerve - Tibial	1.04917009358551
Minor Salivary Gland	0.518625756467406
Thyroid	0.583784001591109
Heart - Left Ventricle	0.0858301055241563
Colon - Transverse	0.175137237540502
Artery - Tibial	0.523690886486496
Artery - Coronary	0.843854656377268
Lung	0.949215738907574
Adipose - Visceral (Omentum)	0.617748292987466
Brain - Frontal Cortex (BA9)	0.0952577575205311
Brain - Cerebellar Hemisphere	0.0308416918589291
Brain - Hippocampus	0.0479679349216922
Brain - Substantia nigra	0.0722786044828523
Brain - Anterior cingulate cortex (BA24)	0.056812956421967
Brain - Amygdala	0.000521101286623496
Brain - Caudate (basal ganglia)	0.042420757060256
Brain - Nucleus accumbens (basal ganglia)	0.0574059657409693
Brain - Putamen (basal ganglia)	0.0632557298964071
Brain - Hypothalamus	0.0633367131813616
Skin - Sun Exposed (Lower leg)	0.139571231753245
Nerve - Tibial	1.03092271383157
Artery - Tibial	0.114957544699047
Muscle - Skeletal	0.0970872953730857
Lung	0.741383427775616
Breast - Mammary Tissue	0.94667379415786
Thyroid	0.506186596575713
Artery - Aorta	0.480077046739324
Heart - Atrial Appendage	0.14773100789979
Heart - Left Ventricle	0.0319916374278017
Adrenal Gland	0.137905824792925
Liver	0.0454445759477729
Skin - Not Sun Exposed (Suprapubic)	0.293063985036923
Colon - Transverse	0.614925108894823
Ovary	0.100404335680004
Brain - Cerebellum	0.0296924819747343
Brain - Cortex	0.10127584746328
Skin - Sun Exposed (Lower leg)	0.224830283468516
Adipose - Subcutaneous	0.683605570500445
Nerve - Tibial	1.14355849021145
Artery - Tibial	0.167651942854944
Muscle - Skeletal	0.0530815563470325
Thyroid	0.391794488517347
Breast - Mammary Tissue	1.15964474908521
Adipose - Visceral (Omentum)	1.74975891428555
Lung	1.29108339853665
Artery - Aorta	0.99188355940588
Esophagus - Muscularis	0.226330572822112
Heart - Atrial Appendage	0.349012095803319
Heart - Left Ventricle	0.0652038772482027
Colon - Transverse	0.782998590222618
Esophagus - Gastroesophageal Junction	0.213494951707006
Brain - Frontal Cortex (BA9)	0.0774274085803844
Brain - Cerebellar Hemisphere	0.11561252017049
Brain - Hippocampus	0.0895704493363915
Brain - Substantia nigra	0.0880222269071341
Brain - Anterior cingulate cortex (BA24)	0.0414619201512997
Brain - Amygdala	0.0739113606384332
Brain - Caudate (basal ganglia)	0.121709873836827
Brain - Nucleus accumbens (basal ganglia)	0.0770806670312722
Brain - Putamen (basal ganglia)	0.0956561998114744
Brain - Hypothalamus	0.411270460820853
Skin - Not Sun Exposed (Suprapubic)	0.157412263002247
Heart - Atrial Appendage	0.245759448918642
Lung	0.847974706766903
Thyroid	0.193042737764025
Esophagus - Mucosa	0.0229633720506681
Adipose - Visceral (Omentum)	0.509084304210918
Stomach	0.139452767629341
Breast - Mammary Tissue	0.876587929720566
Adipose - Subcutaneous	1.36838035263605
Skin - Sun Exposed (Lower leg)	0.128390771494819
Artery - Tibial	0.22102296089806
Nerve - Tibial	0.873078809354999
Muscle - Skeletal	0.0504511814554852
Brain - Cortex	0.0857477056206219
Brain - Cerebellum	0.0405166588940503
Whole Blood	0.138030059866823
Adrenal Gland	0.239159179490436
Thyroid	0.313871297555148
Artery - Aorta	0.590156230233442
Heart - Atrial Appendage	0.217873976845328
Heart - Left Ventricle	0.0897826619936353
Artery - Coronary	1.17336001614698
Lung	0.928455606603924
Esophagus - Mucosa	0.579695273948434
Esophagus - Muscularis	0.971487721985637
Stomach	0.443474111013925
Esophagus - Gastroesophageal Junction	0.255517890630337
Small Intestine - Terminal Ileum	0.577981494736055
Skin - Not Sun Exposed (Suprapubic)	0.222504579874796
Colon - Sigmoid	0.356299639539196
Colon - Transverse	0.292677553088435
Prostate	0.880413796309226
Breast - Mammary Tissue	0.773409601260667
Adipose - Visceral (Omentum)	0.303935957501961
Testis	0.0461643250705602
Pancreas	0.0667558245845643
Muscle - Skeletal	0.0916281542279707
Adipose - Subcutaneous	1.02190520887604
Artery - Tibial	0.25960572459283
Nerve - Tibial	1.05777394394345
Whole Blood	0.0550114582613083
Thyroid	0.636341662113081
Lung	1.0247847445207
Heart - Atrial Appendage	0.297078535204795
Heart - Left Ventricle	0.105463497226997
Esophagus - Mucosa	0.1238671377171
Artery - Coronary	1.67433675517406
Artery - Aorta	0.50664114207045
Esophagus - Muscularis	0.115437372252579
Esophagus - Gastroesophageal Junction	0.015671749066618
Adipose - Visceral (Omentum)	0.777370579341251
Colon - Transverse	0.575726180550863
Skin - Not Sun Exposed (Suprapubic)	0.332467530761086
Skin - Sun Exposed (Lower leg)	0.952216112861801
Muscle - Skeletal	0.0740856518583819
Nerve - Tibial	0.726635901845132
Artery - Tibial	0.370209579589355
Whole Blood	0.200299591592233
Brain - Cerebellar Hemisphere	0.0396923912542628
Brain - Anterior cingulate cortex (BA24)	0.0786625984855478
Brain - Amygdala	0.0752573356854103
Brain - Caudate (basal ganglia)	0.0640592057023725
Brain - Nucleus accumbens (basal ganglia)	0.092921480356988
Brain - Hypothalamus	0.180502877437811
Skin - Sun Exposed (Lower leg)	0.150818398751124
Artery - Tibial	0.332091924552043
Skin - Not Sun Exposed (Suprapubic)	0.13719978438212
Muscle - Skeletal	0.0433272642860414
Testis	0.135193191165747
Lung	1.3457156316594
Adipose - Visceral (Omentum)	1.29036500267431
Esophagus - Gastroesophageal Junction	0.642370639503837
Brain - Cerebellum	0.0308253285915735
Brain - Cortex	0.0891034866206582
Pituitary	0.389041802107946
Whole Blood	0.0757968576382475
Heart - Atrial Appendage	0.109276396521551
Pancreas	0.114005230098606
Ovary	0.2761798627163
Thyroid	0.261580170273967
Vagina	0.615179950682268
Uterus	0.396965891802171
Adrenal Gland	0.4403188560213
Adipose - Subcutaneous	0.643128402084178
Skin - Sun Exposed (Lower leg)	0.235086280802014
Nerve - Tibial	0.665760510116161
Muscle - Skeletal	0.0831448244722504
Small Intestine - Terminal Ileum	0.496191876566409
Colon - Transverse	0.296824298542754
Colon - Sigmoid	0.232986002413087
Minor Salivary Gland	0.54307019632122
Stomach	0.352823246733446
Esophagus - Muscularis	0.167293463382241
Esophagus - Mucosa	0.126124776585413
Whole Blood	0.0833291995848233
Brain - Frontal Cortex (BA9)	0.0354171910235538
Brain - Cerebellar Hemisphere	0.0749776253479738
Brain - Hippocampus	0.133523541419404
Brain - Substantia nigra	0.143008078420659
Brain - Anterior cingulate cortex (BA24)	0.313920792619361
Brain - Amygdala	0.193624865525088
Brain - Caudate (basal ganglia)	0.0216305168622483
Brain - Nucleus accumbens (basal ganglia)	0.0298002497742442
Brain - Putamen (basal ganglia)	0.0526414240369306
Brain - Hypothalamus	0.0458586734610736
Brain - Spinal cord (cervical c-1)	0.100841679499302
Skin - Sun Exposed (Lower leg)	0.806989550691005
Muscle - Skeletal	0.0308267762243738
Adipose - Subcutaneous	1.0587933980579
Nerve - Tibial	0.736249572286608
Thyroid	0.742133147465373
Lung	0.934761409008499
Skin - Not Sun Exposed (Suprapubic)	0.465092043214794
Adipose - Visceral (Omentum)	1.15018019622191
Liver	0.621664612541452
Esophagus - Mucosa	0.103923988421766
Esophagus - Muscularis	0.41347260548129
Esophagus - Gastroesophageal Junction	0.537426865912396
Colon - Transverse	0.465591558291373
Colon - Sigmoid	0.449844528625495
Uterus	0.244552469470191
Ovary	0.178211784136132
Pituitary	0.248514665298286
Brain - Cerebellum	0.0954936742979986
Brain - Cortex	0.00369046175063266
Whole Blood	0.129280311240071
Thyroid	0.735451087370766
Adipose - Visceral (Omentum)	1.6770387040321
Spleen	0.619837789598494
Colon - Transverse	0.643340500237738
Stomach	0.0571976833310706
Colon - Sigmoid	0.365909731561498
Esophagus - Mucosa	0.210278846919752
Esophagus - Muscularis	0.719828815847709
Skin - Not Sun Exposed (Suprapubic)	0.402160832490012
Artery - Tibial	0.157414554339749
Minor Salivary Gland	0.432019470969922
Muscle - Skeletal	0.0849466615783134
Skin - Sun Exposed (Lower leg)	0.133866054237597
Adipose - Subcutaneous	0.923302632084668
Testis	0.243347883101945
Whole Blood	0.101154259253031
Brain - Frontal Cortex (BA9)	0.0779713319278915
Brain - Cerebellar Hemisphere	0.0265000826242907
Brain - Hippocampus	0.147678144577021
Brain - Anterior cingulate cortex (BA24)	0.0780869853028001
Brain - Amygdala	0.0308450162110077
Brain - Caudate (basal ganglia)	0.10966252100902
Brain - Nucleus accumbens (basal ganglia)	0.102203000370327
Brain - Putamen (basal ganglia)	0.0215592916185041
Brain - Hypothalamus	0.0579404970485908
Brain - Spinal cord (cervical c-1)	0.237629668828596
Skin - Not Sun Exposed (Suprapubic)	0.125827414497867
Skin - Sun Exposed (Lower leg)	0.155393638100081
Adipose - Subcutaneous	0.487492552101027
Testis	0.149875647343702
Heart - Left Ventricle	0.14523869956415
Lung	1.37443971764645
Adipose - Visceral (Omentum)	1.19450013478392
Artery - Tibial	0.307113830360532
Muscle - Skeletal	0.116689342875671
Nerve - Tibial	1.04188501514988
Esophagus - Muscularis	0.0836388696927923
Esophagus - Gastroesophageal Junction	0.170369213902867
Minor Salivary Gland	0.0920268109578599
Brain - Cerebellum	0.0272483464166462
Pituitary	0.298309469658302
Brain - Cerebellar Hemisphere	0.0515608424180004
Brain - Hippocampus	0.178051620924587
Brain - Anterior cingulate cortex (BA24)	0.125241554241625
Brain - Amygdala	0.0651411482131388
Brain - Caudate (basal ganglia)	0.129578489567691
Brain - Nucleus accumbens (basal ganglia)	0.0210370449071226
Brain - Putamen (basal ganglia)	0.0872017638328879
Brain - Hypothalamus	0.141030249437774
Brain - Spinal cord (cervical c-1)	0.649697068148349
Skin - Sun Exposed (Lower leg)	0.13337512051638
Muscle - Skeletal	0.0111947096481882
Thyroid	0.347450096076784
Lung	2.33651889099497
Artery - Aorta	0.622183031446721
Heart - Atrial Appendage	0.0587643895865078
Heart - Left Ventricle	0.0439603549811464
Breast - Mammary Tissue	0.28372251032952
Skin - Not Sun Exposed (Suprapubic)	0.387384994475202
Testis	0.16108118811931
Colon - Transverse	0.522572635860244
Colon - Sigmoid	0.379755420786865
Pituitary	0.18564812616587
Brain - Cerebellum	0.0614778376678432
Whole Blood	0.163793798168859
Brain - Frontal Cortex (BA9)	0.0379155626905279
Brain - Cerebellar Hemisphere	0.0323181819921023
Brain - Hippocampus	0.201982263498881
Brain - Substantia nigra	0.190761022017066
Brain - Amygdala	0.047329963899659
Brain - Caudate (basal ganglia)	0.243440182223446
Brain - Nucleus accumbens (basal ganglia)	0.182973455617355
Brain - Putamen (basal ganglia)	0.129200899804117
Brain - Hypothalamus	0.0762467380596367
Testis	0.391282676661091
Nerve - Tibial	1.23145086262076
Artery - Tibial	0.286196568374648
Skin - Sun Exposed (Lower leg)	0.273634544835216
Adipose - Subcutaneous	0.586029897622882
Muscle - Skeletal	0.0294718994905687
Thyroid	0.339344409092311
Lung	1.79169356621582
Heart - Atrial Appendage	0.237987612672821
Heart - Left Ventricle	0.109471491283523
Esophagus - Muscularis	0.178068462224925
Artery - Aorta	0.586001894950148
Esophagus - Gastroesophageal Junction	0.0521230994053536
Adrenal Gland	0.340644213406475
Colon - Transverse	0.729677982414598
Colon - Sigmoid	0.598914705548449
Adipose - Visceral (Omentum)	0.41409221641072
Stomach	0.0522607098823488
Liver	0.107031018955508
Skin - Not Sun Exposed (Suprapubic)	0.214582137639997
Brain - Cerebellum	0.0870989279330944
Brain - Cortex	0.0735619771017012
Pituitary	0.244558612326058
Brain - Frontal Cortex (BA9)	0.0495268899811855
Brain - Cerebellar Hemisphere	0.0224660316617105
Brain - Hippocampus	0.0811978800322291
Brain - Anterior cingulate cortex (BA24)	0.0200694953150021
Brain - Amygdala	0.0168754740652449
Brain - Caudate (basal ganglia)	0.0822538486057367
Brain - Hypothalamus	0.0786987382500266
Skin - Sun Exposed (Lower leg)	0.2530257710606
Adipose - Subcutaneous	1.95335350340547
Muscle - Skeletal	0.0643912694791686
Skin - Not Sun Exposed (Suprapubic)	0.167684542812521
Nerve - Tibial	0.78246634809323
