aDC	Adipocytes	Astrocytes	B-cells	Basophils	CD4+ memory T-cells	CD4+ naive T-cells	CD4+ T-cells	CD4+ Tcm	CD4+ Tem	CD8+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	cDC	Chondrocytes	Class-switched memory B-cells	CLP	CMP	DC	Endothelial cells	Eosinophils	Epithelial cells	Erythrocytes	Fibroblasts	GMP	Hepatocytes	HSC	iDC	Keratinocytes	ly Endothelial cells	Macrophages	Macrophages M1	Macrophages M2	Mast cells	Megakaryocytes	Melanocytes	Memory B-cells	MEP	Mesangial cells	Monocytes	MPP	MSC	mv Endothelial cells	Myocytes	naive B-cells	Neurons	Neutrophils	NK cells	NKT	Osteoblast	pDC	Pericytes	Plasma cells	Platelets	Preadipocytes	pro B-cells	Sebocytes	Skeletal muscle	Smooth muscle	Tgd cells	Th1 cells	Th2 cells	Tregs	ImmuneScore	StromaScore	MicroenvironmentScore	SAMP
0.295281150931473	0.00220268373943344	8.04075423218993e-19	0.0473432405770125	0.0138376117240579	0.0199664210106356	3.71548811161247e-19	1.22275090236943e-18	0.0418037248014663	0.0328037748484298	0.00223093771532828	0.00580639273314881	0.0128046032226532	2.71868221201876e-05	0.0415790333731456	0.019159940835273	0.0256404045714682	0.00558500739368071	0.00629447013782724	0.00816649066844455	0.226279607870056	0	0	9.74912223399462e-05	0.104819323035038	0.0033384109796318	0.0011219553665651	0.245487885532697	0.0360048611960327	0	0.0739105312112833	0.0187127543325492	0.0201158796008917	0.01118882087853	0.00015512528495255	0.000109707434932462	0.00320982454867295	0.00115118466120358	0.017317687621555	0.00144248417788266	0.0181318716189958	4.36583026679127e-19	0.0179813861216176	0.0889042862111343	0	0.0141392573546897	0.000796782650466628	1.06253524392742e-19	1.21787166990091e-18	0.0166559863542484	3.54778090410905e-18	4.64171829692074e-20	0.070622337906005	0.00569863606813351	0	0.0136079026927613	4.75836272531813e-18	2.63264264724866e-21	0.00143068837053687	0.0640535283155741	1.03083788668369e-19	1.91618424647674e-19	0.00176642320442578	0.00482568452318199	0.0655439168100689	0.166650807322264	0.232194724132333	GTEX-1117F-0726-SM-5GIEN
0.0242537129087159	0.00176478346297762	0	1.67379679319223e-18	0.0171135136876997	5.62636796663878e-20	1.11514575552103e-18	1.03007690804548e-18	0.0012603078197309	0	0	0.00442886165043413	4.548932045395e-18	0	0.0253794265540623	0.00879676352668676	0	0.00359882489344969	0.0012709050094809	0.00650541779058387	0.0452070457061829	0.0017911862379219	0.00335696952345432	0	0.0681534147719677	0	0.00235603817725525	0.196554662063718	0.140268038511278	1.92361805252957e-19	0.0113672555666618	0.0154139169316432	0.0219104305785323	0.00349180502597338	0.00207943972857786	0.000239580399051668	0.00489405401368754	0	0.0532390063329089	1.53728672067326e-20	1.14125818879945e-17	0	0.0951604408306161	0.0280965969349028	0.00279386728848512	0	0.00151821103439689	0	1.38670229856842e-18	0.0705729152825394	0	0	0.0369577166081387	1.42084313794014e-19	7.19589383953516e-19	0	0	7.07840852163283e-20	0.00540452102150284	0.0995016649077017	0	0.0215778252532441	1.4158777390705e-19	6.86076132957008e-19	0.0201458815594407	0.0575626219705641	0.0777085035300048	GTEX-111FC-0626-SM-5N9CU
0.0988251650738463	0.00129579121681064	1.07533222148123e-18	0	0.0351278755274948	0	1.45863139875745e-18	1.42645859249702e-17	0	6.46969829468691e-18	0	3.66421632129171e-19	1.82575427217923e-18	0	0.00925936995041114	0.0171867925303512	1.90416203908656e-18	0.00140687062008729	0.0166363177618552	0	0.119174150651914	0.00633239426504152	0	0	0.100147345160922	0.0111153354639283	0.00210761969579012	0.24889928638974	0.039172258926066	8.54473752247768e-20	0.0545935963807945	0.0118633593028724	0.0216849548551758	0.00183429220595652	0.00217671477269634	0	0.00733892179694488	0	0.0286208885438128	0	0.000614941691907394	4.79344282132351e-19	0.076238811210853	0.0566235430828023	5.13772765583458e-19	4.31135902193833e-18	0.00140497920763997	0.00353540573494221	0	0.0615039890254447	2.66416647177284e-17	1.97414339794527e-18	0.111979622172046	0	0	0.0125948274911074	0	0	0.00885840518940841	0.099706465340931	1.20469819617094e-17	0.012017762975495	0.000478946218398113	0	0.0163485438449733	0.110308643514823	0.126657187359796	GTEX-111VG-0326-SM-5GZX7
0.0482009403149659	1.82320673689764e-18	0	4.07308845376867e-20	0	0.00116062627296878	4.66999350965319e-19	0.000530681624257877	1.25969225683604e-18	0	0.00211212879353761	0.0160095374453306	0.00140632497922168	1.82943428009772e-18	0.0222187244370356	0	6.62247013890277e-18	0.0193301548978956	0	8.95303843004291e-19	0.126113454581445	3.89855297663327e-19	1.62993559899672e-19	1.5797555494027e-20	0	0	3.16157752112816e-18	0.149895627318018	0.050342673120303	5.78330122378876e-05	0.0558657273572587	0.028824189722213	0.0330344554145877	0.00575900000664458	0	0.00159637954100269	0	0	0.0272811774235717	0	0	0	2.4787006606057e-17	0.0554616554070522	0.00853699733072714	0	0.00209678390951346	0	0	4.50286594007187e-18	0	0.00409749645211401	0	2.0735276498469e-19	2.28517666532428e-19	4.80281653160136e-18	0	0	3.32966897934746e-18	0.150722108724454	6.74753147041365e-19	3.39530155395025e-22	0.0183893082643369	0.0143102947608898	0.0302429391945343	0.0630567272907223	0.0932996664852566	GTEX-111YS-0326-SM-5GZZ3
0.0415210419691596	0.0141645889597038	6.55660613611215e-18	0	0	2.20409451723103e-19	7.36225945991357e-18	0	0	0	5.28907862173267e-19	0.00493057039623217	0	2.85497688574245e-18	0.0184345426552224	4.84122122055137e-18	0	0.0194007138329647	2.24279696706065e-19	1.7850991009501e-19	0.129909578800297	0	0.000279662136274339	6.14372899773793e-19	6.10172254152632e-18	0	3.36441336215395e-20	0.129442362276803	0.098245271627938	0	0.0556704415529001	0.0447604205923768	0.0595119117641195	0.00808719575015863	2.99915805263817e-19	0.00090505164881625	0.00189695335168287	1.45985798850874e-17	0.0520989519194994	4.07357142819581e-18	3.94726496017954e-21	1.63790332722943e-17	0.00797691818870625	0.0627388896805461	0.00636060017726457	2.61962702781475e-18	0.00127607440129654	0	0	0.0466090169215075	0.0038289472096566	0	0.0183864960399127	2.05055266779319e-21	0	1.27490001886394e-17	0	0	0.00225674713998931	0.157544376631575	2.16545161397452e-18	0.00976365475673211	0.0101389185869179	0	0.0331273273257393	0.0720370838800006	0.10516441120574	GTEX-1122O-0626-SM-5N9B9
0.0114924509155998	1.03359220711776e-20	8.45384420069064e-18	0	0.0247895727530394	9.36264113036995e-20	4.17008445184033e-18	5.81416412829123e-18	0.00714761064827228	2.86097717743169e-18	0.00157457394564215	0.000325629377720793	2.03451454770917e-18	0	0.0015358122532208	0.00242637998991192	1.1677632065432e-18	0.00279023476421264	0.0067476663121436	0	0.0957375260495101	0	0.000871932724440748	0	0.0533502100166949	5.39625960027362e-18	0.00162317113784731	0.211137276163771	4.99452443177211e-19	1.95582212713343e-19	0.0577205823506892	4.39918648203229e-19	0.00631529436853824	1.80675818696485e-18	0.00578736744663119	0.00114943854996784	0.0043119775576512	0	0.0455144299110196	0	0	8.30982338014608e-19	0.0928186841696595	0.0527051027229984	5.97992654617726e-20	7.17419157375685e-18	0.0020974905230264	7.7838184879456e-20	1.58566556007975e-17	0.05778977740416	1.92225061330281e-19	1.45555676663695e-18	0.0832039326813676	0	3.86626888765575e-18	1.88889787436656e-18	0	0	0.00446928671856699	0.0828629413604766	0	0.00574576938377975	0.0174882472395986	6.19143128587445e-20	0.00407533121623467	0.0745438680331025	0.0786191992493371	GTEX-117XS-0726-SM-5H131
0.015074410825396	0	1.29132281170649e-17	0	0.115986128896911	0	0	0	0.0300922607231896	0	0.00291997525233311	6.47860095433286e-20	0	0.0153943059931428	0.00170359936368477	4.14398630825975e-18	0	0	0.000250439941569111	1.08794528526348e-18	0.232480360487325	1.75308425989542e-20	0	0	0	4.55938087390354e-18	9.98431830120416e-21	0.336792089546691	2.38113163641851e-18	2.60784905081911e-19	0.168496874891326	3.69403014846492e-18	0	0.00748450881104554	0.00107913604725202	0	0.00372972857283586	6.333691756168e-18	0.0114650476529648	4.35116765569334e-18	4.59417013768355e-18	1.53113798792008e-18	0.301441513844899	0.142436330843262	0	1.10473713694904e-17	0.00146893502166828	0.000542618846868326	3.43615500727497e-18	0.0295459766291865	1.41240058290505e-17	0	0.0917014032627488	0	0	0	1.83653531925147e-17	0	4.43280967162653e-19	9.37816180576058e-17	3.10942752917892e-18	0.0130976219966281	0	0	0.00108116992941357	0.116240180243662	0.117321350173076	GTEX-117YW-0426-SM-5GZZZ
0.0897671393979807	0.0204629455151615	0	0	0	7.03303829441245e-20	0	1.54555484752814e-18	0.00298058026901595	0	0.00287007597597295	0.0334118505913525	0.0022488975429998	0.00189770030968831	0.00048746629380222	0	0	0.0141898631425454	1.98887408319426e-19	0.00409481672033394	0.12409961172234	2.39236342422377e-19	0.00978425554933515	0	5.25908808205918e-18	1.04732893824496e-18	3.46387950926658e-18	0.0842466818685841	0.198436011655707	0.000153295090094517	0.065288753247288	0.0203311440594649	0.0248083702722697	0.0178498055999125	0.00591436026709611	0.00057209707558941	0.00223611099860601	3.82252961020559e-18	0.0365679399811305	0	0.0148697831015569	4.35108738024478e-18	0.0885727845165817	0.0781238579294765	4.72606601332006e-20	0.000386192133265273	0.00160644448887485	0	0	0.0090004290257639	0	5.58679091229222e-19	5.51227947303497e-18	0	0	0	1.84943804274371e-19	0	0.000150423530462987	0.0620845206159499	2.95477299378808e-22	0.00911457111322689	0.00393203055201395	7.55143473173619e-20	0.0524146364932029	0.0722812786187506	0.124695915111954	GTEX-117YX-0626-SM-5EGJI
0.0419395291997106	1.28239892099994e-20	3.92597006980559e-19	2.64816800066992e-18	0	1.35324980463579e-18	0	0	0.00463945116199011	0	0	2.49187919941818e-19	0	3.8616394638156e-18	0.00332390470064198	0.0415013430403775	1.86734550544483e-18	0.00292189845274987	0.00177183207530988	1.33983612475848e-19	0.0866022388843471	0.000117171000272695	9.95271627276999e-05	0	0.07821056285641	3.01978362779849e-19	0	0.155910912727186	0.026685550857687	0	0.0408872275458785	0.0085519192541261	0.0122735596092192	8.29560441702011e-19	4.71060059829102e-20	0.000154397308895804	0.00273845289451434	0	0.0167538155262075	8.35542635905204e-18	6.83475845023292e-19	3.93142383092426e-19	0.144849183895304	0.0375617209474666	0.00158012164534601	0	0.00116252354195769	0	1.46731352448487e-17	0.0381365274567459	2.8241380648029e-18	4.82130397967291e-18	0.100963448604408	2.79301915554319e-19	0	1.34839148744511e-17	2.79255493603798e-18	0	0.00276026708608614	0.132755768023361	1.33813744122931e-17	0	0.0256101824552096	1.61118793586912e-19	0.00577939350293254	0.0824064008703785	0.088185794373311	GTEX-1192W-0226-SM-5EGGT
0.00658790189614457	1.30918155538376e-19	0	0	0.0339704124476488	0	6.14057054256796e-18	0	2.3410789478307e-21	7.9464794233985e-19	9.90294065511099e-19	4.59053118099971e-19	2.79335157898107e-18	1.19445731102006e-18	0.00311706192040107	0.0206532714742922	0	0.00562378183314726	3.81644558008282e-19	2.20031384480559e-19	0.140752524320253	5.66714366019159e-19	0.0102536293418149	1.73003563901876e-23	0.108069702402356	0	0.00279837791017827	0.224974211028717	0.0102624461388156	0.00198302357692939	0.0652821556879532	0.00300028003188753	0.00644245536050811	0.00177515887244512	0.000215303152862704	0.00356208567491038	0	0	0.0324916070121279	1.6477907909878e-18	6.45573602975713e-18	3.8830029427988e-19	6.05265911112191e-18	0.0634856419861215	0.00176615165409364	0	0.000675653164674375	0	8.1190741045266e-18	0.0165711295487843	2.10213358854985e-18	3.38835758601233e-18	0.120700611972701	0	6.12676550161889e-18	0.0181695755583219	0	0.00054787493033545	1.28000991921682e-05	0.117709704198123	1.42894711386598e-18	1.40902741913395e-18	0.0172366474301521	0	0.00214372212316683	0.124411113361304	0.126554835484471	GTEX-1192X-0726-SM-5987R
